category	name	hacker	code	status	address
Max Card Codes	Max Card 380	Police NYPD	301D03CB 0063	WRITE	0x801D03CB
Max Card Codes	Max Card 381	Police NYPD	301D03CC 0063	WRITE	0x801D03CC
Max Card Codes	Max Card 382	Police NYPD	301D03CD 0063	WRITE	0x801D03CD
Max Card Codes	Max Card 383	Police NYPD	301D03CE 0063	WRITE	0x801D03CE
Max Card Codes	Max Card 384	Police NYPD	301D03CF 0063	WRITE	0x801D03CF
Max Card Codes	Max Card 385	Police NYPD	301D03D0 0063	WRITE	0x801D03D0
Max Card Codes	Max Card 386	Police NYPD	301D03D1 0063	WRITE	0x801D03D1
Max Card Codes	Max Card 387	Police NYPD	301D03D2 0063	WRITE	0x801D03D2
Max Card Codes	Max Card 388	Police NYPD	301D03D3 0063	WRITE	0x801D03D3
Max Card Codes	Max Card 389	Police NYPD	301D03D4 0063	WRITE	0x801D03D4
Max Card Codes	Max Card 390	Police NYPD	301D03D5 0063	WRITE	0x801D03D5
Max Card Codes	Max Card 391	Police NYPD	301D03D6 0063	WRITE	0x801D03D6
Max Card Codes	Max Card 392	Police NYPD	301D03D7 0063	WRITE	0x801D03D7
Max Card Codes	Max Card 393	Police NYPD	301D03D8 0063	WRITE	0x801D03D8
Max Card Codes	Max Card 394	Police NYPD	301D03D9 0063	WRITE	0x801D03D9
Max Card Codes	Max Card 395	Police NYPD	301D03DA 0063	WRITE	0x801D03DA
Max Card Codes	Max Card 396	Police NYPD	301D03DB 0063	WRITE	0x801D03DB
Max Card Codes	Max Card 397	Police NYPD	301D03DC 0063	WRITE	0x801D03DC
Max Card Codes	Max Card 398	Police NYPD	301D03DD 0063	WRITE	0x801D03DD
Max Card Codes	Max Card 399	Police NYPD	301D03DE 0063	WRITE	0x801D03DE
Max Card Codes	Max Card 400	Police NYPD	301D03DF 0063	WRITE	0x801D03DF
Max Card Codes	Max Card 401	Police NYPD	301D03E0 0063	WRITE	0x801D03E0
Max Card Codes	Max Card 402	Police NYPD	301D03E1 0063	WRITE	0x801D03E1
Max Card Codes	Max Card 403	Police NYPD	301D03E2 0063	WRITE	0x801D03E2
Max Card Codes	Max Card 404	Police NYPD	301D03E3 0063	WRITE	0x801D03E3
Max Card Codes	Max Card 405	Police NYPD	301D03E4 0063	WRITE	0x801D03E4
Max Card Codes	Max Card 406	Police NYPD	301D03E5 0063	WRITE	0x801D03E5
Max Card Codes	Max Card 407	Police NYPD	301D03E6 0063	WRITE	0x801D03E6
Max Card Codes	Max Card 408	Police NYPD	301D03E7 0063	WRITE	0x801D03E7
Max Card Codes	Max Card 409	Police NYPD	301D03E8 0063	WRITE	0x801D03E8
Max Card Codes	Max Card 410	Police NYPD	301D03E9 0063	WRITE	0x801D03E9
Max Card Codes	Max Card 411	Police NYPD	301D03EA 0063	WRITE	0x801D03EA
Max Card Codes	Max Card 412	Police NYPD	301D03EB 0063	WRITE	0x801D03EB
Max Card Codes	Max Card 413	Police NYPD	301D03EC 0063	WRITE	0x801D03EC
Max Card Codes	Max Card 414	Police NYPD	301D03ED 0063	WRITE	0x801D03ED
Max Card Codes	Max Card 415	Police NYPD	301D03EE 0063	WRITE	0x801D03EE
Max Card Codes	Max Card 416	Police NYPD	301D03EF 0063	WRITE	0x801D03EF
Max Card Codes	Max Card 417	Police NYPD	301D03F0 0063	WRITE	0x801D03F0
Max Card Codes	Max Card 418	Police NYPD	301D03F1 0063	WRITE	0x801D03F1
Max Card Codes	Max Card 419	Police NYPD	301D03F2 0063	WRITE	0x801D03F2
Max Card Codes	Max Card 420	Police NYPD	301D03F3 0063	WRITE	0x801D03F3
Max Card Codes	Max Card 421	Police NYPD	301D03F4 0063	WRITE	0x801D03F4
Max Card Codes	Max Card 422	Police NYPD	301D03F5 0063	WRITE	0x801D03F5
Max Card Codes	Max Card 423	Police NYPD	301D03F6 0063	WRITE	0x801D03F6
Max Card Codes	Max Card 424	Police NYPD	301D03F7 0063	WRITE	0x801D03F7
Max Card Codes	Max Card 425	Police NYPD	301D03F8 0063	WRITE	0x801D03F8
Max Card Codes	Max Card 426	Police NYPD	301D03F9 0063	WRITE	0x801D03F9
Max Card Codes	Max Card 427	Police NYPD	301D03FA 0063	WRITE	0x801D03FA
Max Card Codes	Max Card 428	Police NYPD	301D03FB 0063	WRITE	0x801D03FB
Max Card Codes	Max Card 429	Police NYPD	301D03FC 0063	WRITE	0x801D03FC
Max Card Codes	Max Card 430	Police NYPD	301D03FD 0063	WRITE	0x801D03FD
Max Card Codes	Max Card 431	Police NYPD	301D03FE 0063	WRITE	0x801D03FE
Max Card Codes	Max Card 432	Police NYPD	301D03FF 0063	WRITE	0x801D03FF
Max Card Codes	Max Card 433	Police NYPD	301D0400 0063	WRITE	0x801D0400
Max Card Codes	Max Card 434	Police NYPD	301D0401 0063	WRITE	0x801D0401
Max Card Codes	Max Card 435	Police NYPD	301D0402 0063	WRITE	0x801D0402
Max Card Codes	Max Card 436	Police NYPD	301D0403 0063	WRITE	0x801D0403
Max Card Codes	Max Card 437	Police NYPD	301D0404 0063	WRITE	0x801D0404
Max Card Codes	Max Card 438	Police NYPD	301D0405 0063	WRITE	0x801D0405
Max Card Codes	Max Card 439	Police NYPD	301D0406 0063	WRITE	0x801D0406
Max Card Codes	Max Card 440	Police NYPD	301D0407 0063	WRITE	0x801D0407
Max Card Codes	Max Card 441	Police NYPD	301D0408 0063	WRITE	0x801D0408
Max Card Codes	Max Card 442	Police NYPD	301D0409 0063	WRITE	0x801D0409
Max Card Codes	Max Card 443	Police NYPD	301D040A 0063	WRITE	0x801D040A
Max Card Codes	Max Card 444	Police NYPD	301D040B 0063	WRITE	0x801D040B
Max Card Codes	Max Card 445	Police NYPD	301D040C 0063	WRITE	0x801D040C
Max Card Codes	Max Card 446	Police NYPD	301D040D 0063	WRITE	0x801D040D
Max Card Codes	Max Card 447	Police NYPD	301D040E 0063	WRITE	0x801D040E
Max Card Codes	Max Card 448	Police NYPD	301D040F 0063	WRITE	0x801D040F
Max Card Codes	Max Card 449	Police NYPD	301D0410 0063	WRITE	0x801D0410
Max Card Codes	Max Card 450	Police NYPD	301D0411 0063	WRITE	0x801D0411
Max Card Codes	Max Card 451	Police NYPD	301D0412 0063	WRITE	0x801D0412
Max Card Codes	Max Card 452	Police NYPD	301D0413 0063	WRITE	0x801D0413
Max Card Codes	Max Card 453	Police NYPD	301D0414 0063	WRITE	0x801D0414
Max Card Codes	Max Card 454	Police NYPD	301D0415 0063	WRITE	0x801D0415
Max Card Codes	Max Card 455	Police NYPD	301D0416 0063	WRITE	0x801D0416
Max Card Codes	Max Card 456	Police NYPD	301D0417 0063	WRITE	0x801D0417
Max Card Codes	Max Card 457	Police NYPD	301D0418 0063	WRITE	0x801D0418
Max Card Codes	Max Card 458	Police NYPD	301D0419 0063	WRITE	0x801D0419
Max Card Codes	Max Card 459	Police NYPD	301D041A 0063	WRITE	0x801D041A
Max Card Codes	Max Card 460	Police NYPD	301D041B 0063	WRITE	0x801D041B
Max Card Codes	Max Card 461	Police NYPD	301D041C 0063	WRITE	0x801D041C
Max Card Codes	Max Card 462	Police NYPD	301D041D 0063	WRITE	0x801D041D
Max Card Codes	Max Card 463	Police NYPD	301D041E 0063	WRITE	0x801D041E
Max Card Codes	Max Card 464	Police NYPD	301D041F 0063	WRITE	0x801D041F
Max Card Codes	Max Card 465	Police NYPD	301D0420 0063	WRITE	0x801D0420
Max Card Codes	Max Card 466	Police NYPD	301D0421 0063	WRITE	0x801D0421
Max Card Codes	Max Card 467	Police NYPD	301D0422 0063	WRITE	0x801D0422
Max Card Codes	Max Card 468	Police NYPD	301D0423 0063	WRITE	0x801D0423
Max Card Codes	Max Card 469	Police NYPD	301D0424 0063	WRITE	0x801D0424
Max Card Codes	Max Card 470	Police NYPD	301D0425 0063	WRITE	0x801D0425
Max Card Codes	Max Card 471	Police NYPD	301D0426 0063	WRITE	0x801D0426
Max Card Codes	Max Card 472	Police NYPD	301D0427 0063	WRITE	0x801D0427
Max Card Codes	Max Card 473	Police NYPD	301D0428 0063	WRITE	0x801D0428
Max Card Codes	Max Card 474	Police NYPD	301D0429 0063	WRITE	0x801D0429
Max Card Codes	Max Card 475	Police NYPD	301D042A 0063	WRITE	0x801D042A
Max Card Codes	Max Card 476	Police NYPD	301D042B 0063	WRITE	0x801D042B
Max Card Codes	Max Card 477	Police NYPD	301D042C 0063	WRITE	0x801D042C
Max Card Codes	Max Card 478	Police NYPD	301D042D 0063	WRITE	0x801D042D
Max Card Codes	Max Card 479	Police NYPD	301D042E 0063	WRITE	0x801D042E
Max Card Codes	Max Card 480	Police NYPD	301D042F 0063	WRITE	0x801D042F
Max Card Codes	Max Card 481	Police NYPD	301D0430 0063	WRITE	0x801D0430
Max Card Codes	Max Card 482	Police NYPD	301D0431 0063	WRITE	0x801D0431
Max Card Codes	Max Card 483	Police NYPD	301D0432 0063	WRITE	0x801D0432
Max Card Codes	Max Card 484	Police NYPD	301D0433 0063	WRITE	0x801D0433
Max Card Codes	Max Card 485	Police NYPD	301D0434 0063	WRITE	0x801D0434
Max Card Codes	Max Card 486	Police NYPD	301D0435 0063	WRITE	0x801D0435
Max Card Codes	Max Card 487	Police NYPD	301D0436 0063	WRITE	0x801D0436
Max Card Codes	Max Card 488	Police NYPD	301D0437 0063	WRITE	0x801D0437
Max Card Codes	Max Card 489	Police NYPD	301D0438 0063	WRITE	0x801D0438
Max Card Codes	Max Card 490	Police NYPD	301D0439 0063	WRITE	0x801D0439
Max Card Codes	Max Card 491	Police NYPD	301D043A 0063	WRITE	0x801D043A
Max Card Codes	Max Card 492	Police NYPD	301D043B 0063	WRITE	0x801D043B
Max Card Codes	Max Card 493	Police NYPD	301D043C 0063	WRITE	0x801D043C
Max Card Codes	Max Card 494	Police NYPD	301D043D 0063	WRITE	0x801D043D
Max Card Codes	Max Card 495	Police NYPD	301D043E 0063	WRITE	0x801D043E
Max Card Codes	Max Card 496	Police NYPD	301D043F 0063	WRITE	0x801D043F
Max Card Codes	Max Card 497	Police NYPD	301D0440 0063	WRITE	0x801D0440
Max Card Codes	Max Card 498	Police NYPD	301D0441 0063	WRITE	0x801D0441
Max Card Codes	Max Card 499	Police NYPD	301D0442 0063	WRITE	0x801D0442
Max Card Codes	Max Card 500	Police NYPD	301D0443 0063	WRITE	0x801D0443
Max Card Codes	Max Card 501	Police NYPD	301D0444 0063	WRITE	0x801D0444
Max Card Codes	Max Card 502	Police NYPD	301D0445 0063	WRITE	0x801D0445
Max Card Codes	Max Card 503	Police NYPD	301D0446 0063	WRITE	0x801D0446
Max Card Codes	Max Card 504	Police NYPD	301D0447 0063	WRITE	0x801D0447
Max Card Codes	Max Card 505	Police NYPD	301D0448 0063	WRITE	0x801D0448
Max Card Codes	Max Card 506	Police NYPD	301D0449 0063	WRITE	0x801D0449
Max Card Codes	Max Card 507	Police NYPD	301D044A 0063	WRITE	0x801D044A
Max Card Codes	Max Card 508	Police NYPD	301D044B 0063	WRITE	0x801D044B
Max Card Codes	Max Card 509	Police NYPD	301D044C 0063	WRITE	0x801D044C
Max Card Codes	Max Card 510	Police NYPD	301D044D 0063	WRITE	0x801D044D
Max Card Codes	Max Card 511	Police NYPD	301D044E 0063	WRITE	0x801D044E
Max Card Codes	Max Card 512	Police NYPD	301D044F 0063	WRITE	0x801D044F
Max Card Codes	Max Card 513	Police NYPD	301D0450 0063	WRITE	0x801D0450
Max Card Codes	Max Card 514	Police NYPD	301D0451 0063	WRITE	0x801D0451
Max Card Codes	Max Card 515	Police NYPD	301D0452 0063	WRITE	0x801D0452
Max Card Codes	Max Card 516	Police NYPD	301D0453 0063	WRITE	0x801D0453
Max Card Codes	Max Card 517	Police NYPD	301D0454 0063	WRITE	0x801D0454
Max Card Codes	Max Card 518	Police NYPD	301D0455 0063	WRITE	0x801D0455
Max Card Codes	Max Card 519	Police NYPD	301D0456 0063	WRITE	0x801D0456
Max Card Codes	Max Card 520	Police NYPD	301D0457 0063	WRITE	0x801D0457
Max Card Codes	Max Card 521	Police NYPD	301D0458 0063	WRITE	0x801D0458
Max Card Codes	Max Card 522	Police NYPD	301D0459 0063	WRITE	0x801D0459
Max Card Codes	Max Card 523	Police NYPD	301D045A 0063	WRITE	0x801D045A
Max Card Codes	Max Card 524	Police NYPD	301D045B 0063	WRITE	0x801D045B
Max Card Codes	Max Card 525	Police NYPD	301D045C 0063	WRITE	0x801D045C
Max Card Codes	Max Card 526	Police NYPD	301D045D 0063	WRITE	0x801D045D
Max Card Codes	Max Card 527	Police NYPD	301D045E 0063	WRITE	0x801D045E
Max Card Codes	Max Card 528	Police NYPD	301D045F 0063	WRITE	0x801D045F
Max Card Codes	Max Card 529	Police NYPD	301D0460 0063	WRITE	0x801D0460
Max Card Codes	Max Card 530	Police NYPD	301D0461 0063	WRITE	0x801D0461
Max Card Codes	Max Card 531	Police NYPD	301D0462 0063	WRITE	0x801D0462
Max Card Codes	Max Card 532	Police NYPD	301D0463 0063	WRITE	0x801D0463
Max Card Codes	Max Card 533	Police NYPD	301D0464 0063	WRITE	0x801D0464
Max Card Codes	Max Card 534	Police NYPD	301D0465 0063	WRITE	0x801D0465
Max Card Codes	Max Card 535	Police NYPD	301D0466 0063	WRITE	0x801D0466
Max Card Codes	Max Card 536	Police NYPD	301D0467 0063	WRITE	0x801D0467
Max Card Codes	Max Card 537	Police NYPD	301D0468 0063	WRITE	0x801D0468
Max Card Codes	Max Card 538	Police NYPD	301D0469 0063	WRITE	0x801D0469
Max Card Codes	Max Card 539	Police NYPD	301D046A 0063	WRITE	0x801D046A
Max Card Codes	Max Card 540	Police NYPD	301D046B 0063	WRITE	0x801D046B
Max Card Codes	Max Card 541	Police NYPD	301D046C 0063	WRITE	0x801D046C
Max Card Codes	Max Card 542	Police NYPD	301D046D 0063	WRITE	0x801D046D
Max Card Codes	Max Card 543	Police NYPD	301D046E 0063	WRITE	0x801D046E
Max Card Codes	Max Card 544	Police NYPD	301D046F 0063	WRITE	0x801D046F
Max Card Codes	Max Card 545	Police NYPD	301D0470 0063	WRITE	0x801D0470
Max Card Codes	Max Card 546	Police NYPD	301D0471 0063	WRITE	0x801D0471
Max Card Codes	Max Card 547	Police NYPD	301D0472 0063	WRITE	0x801D0472
Max Card Codes	Max Card 548	Police NYPD	301D0473 0063	WRITE	0x801D0473
Max Card Codes	Max Card 549	Police NYPD	301D0474 0063	WRITE	0x801D0474
Max Card Codes	Max Card 550	Police NYPD	301D0475 0063	WRITE	0x801D0475
Max Card Codes	Max Card 551	Police NYPD	301D0476 0063	WRITE	0x801D0476
Max Card Codes	Max Card 552	Police NYPD	301D0477 0063	WRITE	0x801D0477
Max Card Codes	Max Card 553	Police NYPD	301D0478 0063	WRITE	0x801D0478
Max Card Codes	Max Card 554	Police NYPD	301D0479 0063	WRITE	0x801D0479
Max Card Codes	Max Card 555	Police NYPD	301D047A 0063	WRITE	0x801D047A
Max Card Codes	Max Card 556	Police NYPD	301D047B 0063	WRITE	0x801D047B
Max Card Codes	Max Card 557	Police NYPD	301D047C 0063	WRITE	0x801D047C
Max Card Codes	Max Card 558	Police NYPD	301D047D 0063	WRITE	0x801D047D
Max Card Codes	Max Card 559	Police NYPD	301D047E 0063	WRITE	0x801D047E
Max Card Codes	Max Card 560	Police NYPD	301D047F 0063	WRITE	0x801D047F
Max Card Codes	Max Card 561	Police NYPD	301D0480 0063	WRITE	0x801D0480
Max Card Codes	Max Card 562	Police NYPD	301D0481 0063	WRITE	0x801D0481
Max Card Codes	Max Card 563	Police NYPD	301D0482 0063	WRITE	0x801D0482
Max Card Codes	Max Card 564	Police NYPD	301D0483 0063	WRITE	0x801D0483
Max Card Codes	Max Card 565	Police NYPD	301D0484 0063	WRITE	0x801D0484
Max Card Codes	Max Card 566	Police NYPD	301D0485 0063	WRITE	0x801D0485
Max Card Codes	Max Card 567	Police NYPD	301D0486 0063	WRITE	0x801D0486
Max Card Codes	Max Card 568	Police NYPD	301D0487 0063	WRITE	0x801D0487
Max Card Codes	Max Card 569	Police NYPD	301D0488 0063	WRITE	0x801D0488
Max Card Codes	Max Card 570	Police NYPD	301D0489 0063	WRITE	0x801D0489
Max Card Codes	Max Card 571	Police NYPD	301D048A 0063	WRITE	0x801D048A
Max Card Codes	Max Card 572	Police NYPD	301D048B 0063	WRITE	0x801D048B
Max Card Codes	Max Card 573	Police NYPD	301D048C 0063	WRITE	0x801D048C
Max Card Codes	Max Card 574	Police NYPD	301D048D 0063	WRITE	0x801D048D
Max Card Codes	Max Card 575	Police NYPD	301D048E 0063	WRITE	0x801D048E
Max Card Codes	Max Card 576	Police NYPD	301D048F 0063	WRITE	0x801D048F
Max Card Codes	Max Card 577	Police NYPD	301D0490 0063	WRITE	0x801D0490
Max Card Codes	Max Card 578	Police NYPD	301D0491 0063	WRITE	0x801D0491
Max Card Codes	Max Card 579	Police NYPD	301D0492 0063	WRITE	0x801D0492
Max Card Codes	Max Card 580	Police NYPD	301D0493 0063	WRITE	0x801D0493
Max Card Codes	Max Card 581	Police NYPD	301D0494 0063	WRITE	0x801D0494
Max Card Codes	Max Card 582	Police NYPD	301D0495 0063	WRITE	0x801D0495
Max Card Codes	Max Card 583	Police NYPD	301D0496 0063	WRITE	0x801D0496
Max Card Codes	Max Card 584	Police NYPD	301D0497 0063	WRITE	0x801D0497
Max Card Codes	Max Card 585	Police NYPD	301D0498 0063	WRITE	0x801D0498
Max Card Codes	Max Card 586	Police NYPD	301D0499 0063	WRITE	0x801D0499
Max Card Codes	Max Card 587	Police NYPD	301D049A 0063	WRITE	0x801D049A
Max Card Codes	Max Card 588	Police NYPD	301D049B 0063	WRITE	0x801D049B
Max Card Codes	Max Card 589	Police NYPD	301D049C 0063	WRITE	0x801D049C
Max Card Codes	Max Card 590	Police NYPD	301D049D 0063	WRITE	0x801D049D
Max Card Codes	Max Card 591	Police NYPD	301D049E 0063	WRITE	0x801D049E
Max Card Codes	Max Card 592	Police NYPD	301D049F 0063	WRITE	0x801D049F
Max Card Codes	Max Card 593	Police NYPD	301D04A0 0063	WRITE	0x801D04A0
Max Card Codes	Max Card 594	Police NYPD	301D04A1 0063	WRITE	0x801D04A1
Max Card Codes	Max Card 595	Police NYPD	301D04A2 0063	WRITE	0x801D04A2
Max Card Codes	Max Card 596	Police NYPD	301D04A3 0063	WRITE	0x801D04A3
Max Card Codes	Max Card 597	Police NYPD	301D04A4 0063	WRITE	0x801D04A4
Max Card Codes	Max Card 598	Police NYPD	301D04A5 0063	WRITE	0x801D04A5
Max Card Codes	Max Card 599	Police NYPD	301D04A6 0063	WRITE	0x801D04A6
Max Card Codes	Max Card 600	Police NYPD	301D04A7 0063	WRITE	0x801D04A7
Max Card Codes	Max Card 601	Police NYPD	301D04A8 0063	WRITE	0x801D04A8
Max Card Codes	Max Card 602	Police NYPD	301D04A9 0063	WRITE	0x801D04A9
Max Card Codes	Max Card 603	Police NYPD	301D04AA 0063	WRITE	0x801D04AA
Max Card Codes	Max Card 604	Police NYPD	301D04AB 0063	WRITE	0x801D04AB
Max Card Codes	Max Card 605	Police NYPD	301D04AC 0063	WRITE	0x801D04AC
Max Card Codes	Max Card 606	Police NYPD	301D04AD 0063	WRITE	0x801D04AD
Max Card Codes	Max Card 607	Police NYPD	301D04AE 0063	WRITE	0x801D04AE
Max Card Codes	Max Card 608	Police NYPD	301D04AF 0063	WRITE	0x801D04AF
Max Card Codes	Max Card 609	Police NYPD	301D04B0 0063	WRITE	0x801D04B0
Max Card Codes	Max Card 610	Police NYPD	301D04B1 0063	WRITE	0x801D04B1
Max Card Codes	Max Card 611	Police NYPD	301D04B2 0063	WRITE	0x801D04B2
Max Card Codes	Max Card 612	Police NYPD	301D04B3 0063	WRITE	0x801D04B3
Max Card Codes	Max Card 613	Police NYPD	301D04B4 0063	WRITE	0x801D04B4
Max Card Codes	Max Card 614	Police NYPD	301D04B5 0063	WRITE	0x801D04B5
Max Card Codes	Max Card 615	Police NYPD	301D04B6 0063	WRITE	0x801D04B6
Max Card Codes	Max Card 616	Police NYPD	301D04B7 0063	WRITE	0x801D04B7
Max Card Codes	Max Card 617	Police NYPD	301D04B8 0063	WRITE	0x801D04B8
Max Card Codes	Max Card 618	Police NYPD	301D04B9 0063	WRITE	0x801D04B9
Max Card Codes	Max Card 619	Police NYPD	301D04BA 0063	WRITE	0x801D04BA
Max Card Codes	Max Card 620	Police NYPD	301D04BB 0063	WRITE	0x801D04BB
Max Card Codes	Max Card 621	Police NYPD	301D04BC 0063	WRITE	0x801D04BC
Max Card Codes	Max Card 622	Police NYPD	301D04BD 0063	WRITE	0x801D04BD
Max Card Codes	Max Card 623	Police NYPD	301D04BE 0063	WRITE	0x801D04BE
Max Card Codes	Max Card 624	Police NYPD	301D04BF 0063	WRITE	0x801D04BF
Max Card Codes	Max Card 625	Police NYPD	301D04C0 0063	WRITE	0x801D04C0
Max Card Codes	Max Card 626	Police NYPD	301D04C1 0063	WRITE	0x801D04C1
Max Card Codes	Max Card 627	Police NYPD	301D04C2 0063	WRITE	0x801D04C2
Max Card Codes	Max Card 628	Police NYPD	301D04C3 0063	WRITE	0x801D04C3
Max Card Codes	Max Card 629	Police NYPD	301D04C4 0063	WRITE	0x801D04C4
Max Card Codes	Max Card 630	Police NYPD	301D04C5 0063	WRITE	0x801D04C5
Max Card Codes	Max Card 631	Police NYPD	301D04C6 0063	WRITE	0x801D04C6
Max Card Codes	Max Card 632	Police NYPD	301D04C7 0063	WRITE	0x801D04C7
Max Card Codes	Max Card 633	Police NYPD	301D04C8 0063	WRITE	0x801D04C8
Max Card Codes	Max Card 634	Police NYPD	301D04C9 0063	WRITE	0x801D04C9
Max Card Codes	Max Card 635	Police NYPD	301D04CA 0063	WRITE	0x801D04CA
Max Card Codes	Max Card 636	Police NYPD	301D04CB 0063	WRITE	0x801D04CB
Max Card Codes	Max Card 637	Police NYPD	301D04CC 0063	WRITE	0x801D04CC
Max Card Codes	Max Card 638	Police NYPD	301D04CD 0063	WRITE	0x801D04CD
Max Card Codes	Max Card 639	Police NYPD	301D04CE 0063	WRITE	0x801D04CE
Max Card Codes	Max Card 640	Police NYPD	301D04CF 0063	WRITE	0x801D04CF
Max Card Codes	Max Card 641	Police NYPD	301D04D0 0063	WRITE	0x801D04D0
Max Card Codes	Max Card 642	Police NYPD	301D04D1 0063	WRITE	0x801D04D1
Max Card Codes	Max Card 643	Police NYPD	301D04D2 0063	WRITE	0x801D04D2
Max Card Codes	Max Card 644	Police NYPD	301D04D3 0063	WRITE	0x801D04D3
Max Card Codes	Max Card 645	Police NYPD	301D04D4 0063	WRITE	0x801D04D4
Max Card Codes	Max Card 646	Police NYPD	301D04D5 0063	WRITE	0x801D04D5
Max Card Codes	Max Card 647	Police NYPD	301D04D6 0063	WRITE	0x801D04D6
Max Card Codes	Max Card 648	Police NYPD	301D04D7 0063	WRITE	0x801D04D7
Max Card Codes	Max Card 649	Police NYPD	301D04D8 0063	WRITE	0x801D04D8
Max Card Codes	Max Card 650	Police NYPD	301D04D9 0063	WRITE	0x801D04D9
Max Card Codes	Max Card 651	Police NYPD	301D04DA 0063	WRITE	0x801D04DA
Max Card Codes	Max Card 652	Police NYPD	301D04DB 0063	WRITE	0x801D04DB
Max Card Codes	Max Card 653	Police NYPD	301D04DC 0063	WRITE	0x801D04DC
Max Card Codes	Max Card 654	Police NYPD	301D04DD 0063	WRITE	0x801D04DD
Max Card Codes	Max Card 655	Police NYPD	301D04DE 0063	WRITE	0x801D04DE
Max Card Codes	Max Card 656	Police NYPD	301D04DF 0063	WRITE	0x801D04DF
Max Card Codes	Max Card 657	Police NYPD	301D04E0 0063	WRITE	0x801D04E0
Max Card Codes	Max Card 658	Police NYPD	301D04E1 0063	WRITE	0x801D04E1
Max Card Codes	Max Card 659	Police NYPD	301D04E2 0063	WRITE	0x801D04E2
Max Card Codes	Max Card 660	Police NYPD	301D04E3 0063	WRITE	0x801D04E3
Max Card Codes	Max Card 661	Police NYPD	301D04E4 0063	WRITE	0x801D04E4
Max Card Codes	Max Card 662	Police NYPD	301D04E5 0063	WRITE	0x801D04E5
Max Card Codes	Max Card 663	Police NYPD	301D04E6 0063	WRITE	0x801D04E6
Max Card Codes	Max Card 664	Police NYPD	301D04E7 0063	WRITE	0x801D04E7
Max Card Codes	Max Card 665	Police NYPD	301D04E8 0063	WRITE	0x801D04E8
Max Card Codes	Max Card 666	Police NYPD	301D04E9 0063	WRITE	0x801D04E9
Max Card Codes	Max Card 667	Police NYPD	301D04EA 0063	WRITE	0x801D04EA
Max Card Codes	Max Card 668	Police NYPD	301D04EB 0063	WRITE	0x801D04EB
Max Card Codes	Max Card 669	Police NYPD	301D04EC 0063	WRITE	0x801D04EC
Max Card Codes	Max Card 670	Police NYPD	301D04ED 0063	WRITE	0x801D04ED
Max Card Codes	Max Card 671	Police NYPD	301D04EE 0063	WRITE	0x801D04EE
Max Card Codes	Max Card 672	Police NYPD	301D04EF 0063	WRITE	0x801D04EF
Max Card Codes	Max Card 673	Police NYPD	301D04F0 0063	WRITE	0x801D04F0
Max Card Codes	Max Card 674	Police NYPD	301D04F1 0063	WRITE	0x801D04F1
Max Card Codes	Max Card 675	Police NYPD	301D04F2 0063	WRITE	0x801D04F2
Max Card Codes	Max Card 676	Police NYPD	301D04F3 0063	WRITE	0x801D04F3
Max Card Codes	Max Card 677	Police NYPD	301D04F4 0063	WRITE	0x801D04F4
Max Card Codes	Max Card 678	Police NYPD	301D04F5 0063	WRITE	0x801D04F5
Max Card Codes	Max Card 679	Police NYPD	301D04F6 0063	WRITE	0x801D04F6
Max Card Codes	Max Card 680	Police NYPD	301D04F7 0063	WRITE	0x801D04F7
Max Card Codes	Max Card 681	Police NYPD	301D04F8 0063	WRITE	0x801D04F8
Max Card Codes	Max Card 682	Police NYPD	301D04F9 0063	WRITE	0x801D04F9
Max Card Codes	Max Card 683	Police NYPD	301D04FA 0063	WRITE	0x801D04FA
Max Card Codes	Max Card 684	Police NYPD	301D04FB 0063	WRITE	0x801D04FB
Max Card Codes	Max Card 685	Police NYPD	301D04FC 0063	WRITE	0x801D04FC
Max Card Codes	Max Card 686	Police NYPD	301D04FD 0063	WRITE	0x801D04FD
Max Card Codes	Max Card 687	Police NYPD	301D04FE 0063	WRITE	0x801D04FE
Max Card Codes	Max Card 688	Police NYPD	301D04FF 0063	WRITE	0x801D04FF
Max Card Codes	Max Card 689	Police NYPD	301D0500 0063	WRITE	0x801D0500
Max Card Codes	Max Card 690	Police NYPD	301D0501 0063	WRITE	0x801D0501
Max Card Codes	Max Card 691	Police NYPD	301D0502 0063	WRITE	0x801D0502
Max Card Codes	Max Card 692	Police NYPD	301D0503 0063	WRITE	0x801D0503
Max Card Codes	Max Card 693	Police NYPD	301D0504 0063	WRITE	0x801D0504
Max Card Codes	Max Card 694	Police NYPD	301D0505 0063	WRITE	0x801D0505
Max Card Codes	Max Card 695	Police NYPD	301D0506 0063	WRITE	0x801D0506
Max Card Codes	Max Card 696	Police NYPD	301D0507 0063	WRITE	0x801D0507
Max Card Codes	Max Card 697	Police NYPD	301D0508 0063	WRITE	0x801D0508
Max Card Codes	Max Card 698	Police NYPD	301D0509 0063	WRITE	0x801D0509
Max Card Codes	Max Card 699	Police NYPD	301D050A 0063	WRITE	0x801D050A
Max Card Codes	Max Card 700	Police NYPD	301D050B 0063	WRITE	0x801D050B
Max Card Codes	Max Card 701	Police NYPD	301D050C 0063	WRITE	0x801D050C
Max Card Codes	Max Card 702	Police NYPD	301D050D 0063	WRITE	0x801D050D
Max Card Codes	Max Card 703	Police NYPD	301D050E 0063	WRITE	0x801D050E
Max Card Codes	Max Card 704	Police NYPD	301D050F 0063	WRITE	0x801D050F
